Date,Close
22MAR2018,2643.689941
23MAR2018,2588.26001
24MAR2018,2588.26001
25MAR2018,2588.26001
26MAR2018,2658.550049
27MAR2018,2612.620117
28MAR2018,2605
29MAR2018,2640.870117
30MAR2018,2640.870117
31MAR2018,2640.870117
01APR2018,2640.870117
02APR2018,2581.879883
03APR2018,2614.449951
04APR2018,2644.689941
05APR2018,2662.840088
06APR2018,2604.469971
07APR2018,2604.469971
08APR2018,2604.469971
09APR2018,2613.159912
10APR2018,2656.870117
11APR2018,2642.189941
12APR2018,2663.98999
13APR2018,2656.300049
14APR2018,2656.300049
15APR2018,2656.300049
16APR2018,2677.840088
17APR2018,2706.389893
18APR2018,2708.639893
19APR2018,2693.129883
20APR2018,2670.139893
21APR2018,2670.139893
22APR2018,2670.139893
23APR2018,2670.290039
24APR2018,2634.560059
25APR2018,2639.399902
26APR2018,2666.939941
27APR2018,2669.909912
28APR2018,2669.909912
29APR2018,2669.909912
30APR2018,2648.050049
01MAY2018,2654.800049
02MAY2018,2635.669922
03MAY2018,2629.72998
04MAY2018,2663.419922
05MAY2018,2663.419922
06MAY2018,2663.419922
07MAY2018,2672.629883
08MAY2018,2671.919922
09MAY2018,2697.790039
10MAY2018,2723.070068
11MAY2018,2727.719971
12MAY2018,2727.719971
13MAY2018,2727.719971
14MAY2018,2730.129883
15MAY2018,2711.449951
16MAY2018,2722.459961
17MAY2018,2720.129883
18MAY2018,2712.969971
19MAY2018,2712.969971
20MAY2018,2712.969971
21MAY2018,2733.01001
22MAY2018,2724.439941
23MAY2018,2733.290039
24MAY2018,2727.76001
25MAY2018,2721.330078
26MAY2018,2721.330078
27MAY2018,2721.330078
28MAY2018,2721.330078
29MAY2018,2689.860107
30MAY2018,2724.01001
31MAY2018,2705.27002
01JUN2018,2734.620117
02JUN2018,2734.620117
03JUN2018,2734.620117
04JUN2018,2746.870117
05JUN2018,2748.800049
06JUN2018,2772.350098
07JUN2018,2770.370117
08JUN2018,2779.030029
09JUN2018,2779.030029
10JUN2018,2779.030029
11JUN2018,2782
12JUN2018,2786.850098
13JUN2018,2775.629883
14JUN2018,2782.48999
15JUN2018,2779.659912
16JUN2018,2779.659912
17JUN2018,2779.659912
18JUN2018,2773.75
19JUN2018,2762.590088
20JUN2018,2767.320068
21JUN2018,2749.76001
22JUN2018,2754.879883
23JUN2018,2754.879883
24JUN2018,2754.879883
25JUN2018,2717.070068
26JUN2018,2723.060059
27JUN2018,2699.629883
28JUN2018,2716.310059
29JUN2018,2718.370117
30JUN2018,2718.370117
01JUL2018,2718.370117
02JUL2018,2726.709961
03JUL2018,2713.219971
04JUL2018,2713.219971
05JUL2018,2736.610107
06JUL2018,2759.820068
07JUL2018,2759.820068
