Date,Date2,FORECAST,STD,L95,U95,RESIDUAL
23SEP2017,23SEP2017,20085.663591,1411.318424,17319.530309,22851.796873,999.33640877
24SEP2017,24SEP2017,20086.616203,1411.318424,17320.482921,22852.749485,999.38379701
25SEP2017,25SEP2017,20087.568815,1411.318424,17321.435533,22853.702096,999.43118526
26SEP2017,26SEP2017,20088.521426,1411.318424,17322.388145,22854.654708,999.47857353
27SEP2017,27SEP2017,20089.474038,1411.318424,17323.340756,22855.60732,999.52596179
28SEP2017,28SEP2017,20090.42665,1411.318424,17324.293368,22856.559932,999.57335003
29SEP2017,29SEP2017,20091.379262,1411.318424,17325.24598,22857.512543,999.62073827
30SEP2017,30SEP2017,20092.331873,1411.318424,17326.198592,22858.465155,999.66812653
01OCT2017,01OCT2017,20093.284485,1411.318424,17327.151203,22859.417767,999.71551479
02OCT2017,02OCT2017,20094.237097,1411.318424,17328.103815,22860.370379,999.76290305
03OCT2017,03OCT2017,20095.189709,1411.318424,17329.056427,22861.32299,999.81029128
04OCT2017,04OCT2017,20096.14232,1411.318424,17330.009039,22862.275602,999.85767953
05OCT2017,05OCT2017,20097.094932,1411.318424,17330.96165,22863.228214,999.90506779
06OCT2017,06OCT2017,20098.047544,1411.318424,17331.914262,22864.180826,999.95245605
07OCT2017,07OCT2017,20099.000156,1411.318424,17332.866874,22865.133437,999.9998443
08OCT2017,08OCT2017,20099.952767,1411.318424,17333.819486,22866.086049,1000.0472325
09OCT2017,09OCT2017,20100.905379,1411.318424,17334.772097,22867.038661,1000.0946208
10OCT2017,10OCT2017,20101.857991,1411.318424,17335.724709,22867.991273,1000.1420091
11OCT2017,11OCT2017,20102.810603,1411.318424,17336.677321,22868.943884,1000.1893973
12OCT2017,12OCT2017,20103.763214,1411.318424,17337.629933,22869.896496,1000.2367856
13OCT2017,13OCT2017,20104.715826,1411.318424,17338.582544,22870.849108,1000.2841738
14OCT2017,14OCT2017,20105.668438,1411.318424,17339.535156,22871.80172,1000.3315621
15OCT2017,15OCT2017,20106.62105,1411.318424,17340.487768,22872.754331,1000.3789503
16OCT2017,16OCT2017,20107.573661,1411.318424,17341.44038,22873.706943,1000.4263386
17OCT2017,17OCT2017,20108.526273,1411.318424,17342.392991,22874.659555,1000.4737268
18OCT2017,18OCT2017,20109.478885,1411.318424,17343.345603,22875.612167,1000.5211151
19OCT2017,19OCT2017,20110.431497,1411.318424,17344.298215,22876.564778,1000.5685033
20OCT2017,20OCT2017,20111.384108,1411.318424,17345.250827,22877.51739,1000.6158916
21OCT2017,21OCT2017,20112.33672,1411.318424,17346.203438,22878.470002,1000.6632798
22OCT2017,22OCT2017,20113.289332,1411.318424,17347.15605,22879.422614,1000.7106681
23OCT2017,23OCT2017,20114.241944,1411.318424,17348.108662,22880.375225,1000.7580563
24OCT2017,24OCT2017,20115.194555,1411.318424,17349.061274,22881.327837,1000.8054446
25OCT2017,25OCT2017,20116.147167,1411.318424,17350.013885,22882.280449,1000.8528328
26OCT2017,26OCT2017,20117.099779,1411.318424,17350.966497,22883.233061,1000.9002211
27OCT2017,27OCT2017,20118.052391,1411.318424,17351.919109,22884.185672,1000.9476093
28OCT2017,28OCT2017,20119.005002,1411.318424,17352.871721,22885.138284,1000.9949976
29OCT2017,29OCT2017,20119.957614,1411.318424,17353.824332,22886.090896,1001.0423858
30OCT2017,30OCT2017,20120.910226,1411.318424,17354.776944,22887.043508,1001.0897741
31OCT2017,31OCT2017,20121.862838,1411.318424,17355.729556,22887.996119,1001.1371623
01NOV2017,01NOV2017,20122.815449,1411.318424,17356.682168,22888.948731,1001.1845506
02NOV2017,02NOV2017,20123.768061,1411.318424,17357.634779,22889.901343,1001.2319388
03NOV2017,03NOV2017,20124.720673,1411.318424,17358.587391,22890.853955,1001.2793271
04NOV2017,04NOV2017,20125.673285,1411.318424,17359.540003,22891.806566,1001.3267154
05NOV2017,05NOV2017,20126.625896,1411.318424,17360.492615,22892.759178,1001.3741036
06NOV2017,06NOV2017,20127.578508,1411.318424,17361.445226,22893.71179,1001.4214919
07NOV2017,07NOV2017,20128.53112,1411.318424,17362.397838,22894.664402,1001.4688801
08NOV2017,08NOV2017,20129.483732,1411.318424,17363.35045,22895.617013,1001.5162684
09NOV2017,09NOV2017,20130.436343,1411.318424,17364.303062,22896.569625,1001.5636566
10NOV2017,10NOV2017,20131.388955,1411.318424,17365.255673,22897.522237,1001.6110449
11NOV2017,11NOV2017,20132.341567,1411.318424,17366.208285,22898.474849,1001.6584331
12NOV2017,12NOV2017,20133.294179,1411.318424,17367.160897,22899.42746,1001.7058214
13NOV2017,13NOV2017,20134.24679,1411.318424,17368.113509,22900.380072,1001.7532096
14NOV2017,14NOV2017,20135.199402,1411.318424,17369.06612,22901.332684,1001.8005979
15NOV2017,15NOV2017,20136.152014,1411.318424,17370.018732,22902.285296,1001.8479861
16NOV2017,16NOV2017,20137.104626,1411.318424,17370.971344,22903.237907,1001.8953744
17NOV2017,17NOV2017,20138.057237,1411.318424,17371.923956,22904.190519,1001.9427626
18NOV2017,18NOV2017,20139.009849,1411.318424,17372.876567,22905.143131,1001.9901509
19NOV2017,19NOV2017,20139.962461,1411.318424,17373.829179,22906.095743,1002.0375391
20NOV2017,20NOV2017,20140.915073,1411.318424,17374.781791,22907.048354,1002.0849274
21NOV2017,21NOV2017,20141.867684,1411.318424,17375.734403,22908.000966,1002.1323156
22NOV2017,22NOV2017,20142.820296,1411.318424,17376.687014,22908.953578,1002.1797039
23NOV2017,23NOV2017,20143.772908,1411.318424,17377.639626,22909.90619,1002.2270921
24NOV2017,24NOV2017,20144.72552,1411.318424,17378.592238,22910.858801,1002.2744804
25NOV2017,25NOV2017,20145.678131,1411.318424,17379.54485,22911.811413,1002.3218686
26NOV2017,26NOV2017,20146.630743,1411.318424,17380.497461,22912.764025,1002.3692569
27NOV2017,27NOV2017,20147.583355,1411.318424,17381.450073,22913.716637,1002.4166452
28NOV2017,28NOV2017,20148.535967,1411.318424,17382.402685,22914.669248,1002.4640334
29NOV2017,29NOV2017,20149.488578,1411.318424,17383.355297,22915.62186,1002.5114217
30NOV2017,30NOV2017,20150.44119,1411.318424,17384.307908,22916.574472,1002.5588099
01DEC2017,01DEC2017,20151.393802,1411.318424,17385.26052,22917.527084,1002.6061982
02DEC2017,02DEC2017,20152.346414,1411.318424,17386.213132,22918.479695,1002.6535864
03DEC2017,03DEC2017,20153.299025,1411.318424,17387.165744,22919.432307,1002.7009747
04DEC2017,04DEC2017,20154.251637,1411.318424,17388.118355,22920.384919,1002.7483629
05DEC2017,05DEC2017,20155.204249,1411.318424,17389.070967,22921.337531,1002.7957512
06DEC2017,06DEC2017,20156.156861,1411.318424,17390.023579,22922.290142,1002.8431394
07DEC2017,07DEC2017,20157.109472,1411.318424,17390.976191,22923.242754,1002.8905277
08DEC2017,08DEC2017,20158.062084,1411.318424,17391.928802,22924.195366,1002.9379159
09DEC2017,09DEC2017,20159.014696,1411.318424,17392.881414,22925.147978,1002.9853042
10DEC2017,10DEC2017,20159.967308,1411.318424,17393.834026,22926.100589,1003.0326924
11DEC2017,11DEC2017,20160.919919,1411.318424,17394.786638,22927.053201,1003.0800807
12DEC2017,12DEC2017,20161.872531,1411.318424,17395.739249,22928.005813,1003.1274689
13DEC2017,13DEC2017,20162.825143,1411.318424,17396.691861,22928.958425,1003.1748572
14DEC2017,14DEC2017,20163.777755,1411.318424,17397.644473,22929.911036,1003.2222454
15DEC2017,15DEC2017,20164.730366,1411.318424,17398.597085,22930.863648,1003.2696337
16DEC2017,16DEC2017,20165.682978,1411.318424,17399.549696,22931.81626,1003.3170219
17DEC2017,17DEC2017,20166.63559,1411.318424,17400.502308,22932.768872,1003.3644102
18DEC2017,18DEC2017,20167.588202,1411.318424,17401.45492,22933.721483,1003.4117984
19DEC2017,19DEC2017,20168.540813,1411.318424,17402.407532,22934.674095,1003.4591867
20DEC2017,20DEC2017,20169.493425,1411.318424,17403.360143,22935.626707,1003.5065749
21DEC2017,21DEC2017,20170.446037,1411.318424,17404.312755,22936.579319,1003.5539632
22DEC2017,22DEC2017,20171.398649,1411.318424,17405.265367,22937.53193,1003.6013515
23DEC2017,23DEC2017,20172.35126,1411.318424,17406.217979,22938.484542,1003.6487397
24DEC2017,24DEC2017,20173.303872,1411.318424,17407.17059,22939.437154,1003.696128
25DEC2017,25DEC2017,20174.256484,1411.318424,17408.123202,22940.389766,1003.7435162
26DEC2017,26DEC2017,20175.209096,1411.318424,17409.075814,22941.342377,1003.7909045
27DEC2017,27DEC2017,20176.161707,1411.318424,17410.028426,22942.294989,1003.8382927
28DEC2017,28DEC2017,20177.114319,1411.318424,17410.981037,22943.247601,1003.885681
29DEC2017,29DEC2017,20178.066931,1411.318424,17411.933649,22944.200213,1003.9330692
30DEC2017,30DEC2017,20179.019543,1411.318424,17412.886261,22945.152824,1003.9804575
31DEC2017,31DEC2017,20179.972154,1411.318424,17413.838873,22946.105436,1004.0278457
01JAN2018,01JAN2018,20180.924766,1411.318424,17414.791484,22947.058048,1004.075234
02JAN2018,02JAN2018,20181.877378,1411.318424,17415.744096,22948.01066,1004.1226222
03JAN2018,03JAN2018,20182.82999,1411.318424,17416.696708,22948.963271,1004.1700105
04JAN2018,04JAN2018,20183.782601,1411.318424,17417.64932,22949.915883,1004.2173987
05JAN2018,05JAN2018,20184.735213,1411.318424,17418.601931,22950.868495,1004.264787
06JAN2018,06JAN2018,20185.687825,1411.318424,17419.554543,22951.821107,1004.3121752
07JAN2018,07JAN2018,20186.640437,1411.318424,17420.507155,22952.773718,1004.3595635
08JAN2018,08JAN2018,20187.593048,1411.318424,17421.459767,22953.72633,1004.4069517
09JAN2018,09JAN2018,20188.54566,1411.318424,17422.412378,22954.678942,1004.45434
10JAN2018,10JAN2018,20189.498272,1411.318424,17423.36499,22955.631554,1004.5017282
11JAN2018,11JAN2018,20190.450884,1411.318424,17424.317602,22956.584165,1004.5491165
12JAN2018,12JAN2018,20191.403495,1411.318424,17425.270214,22957.536777,1004.5965047
13JAN2018,13JAN2018,20192.356107,1411.318424,17426.222825,22958.489389,1004.643893
14JAN2018,14JAN2018,20193.308719,1411.318424,17427.175437,22959.442,1004.6912812
15JAN2018,15JAN2018,20194.26133,1411.318424,17428.128049,22960.394612,1004.7386695
16JAN2018,16JAN2018,20195.213942,1411.318424,17429.08066,22961.347224,1004.7860578
17JAN2018,17JAN2018,20196.166554,1411.318424,17430.033272,22962.299836,1004.833446
18JAN2018,18JAN2018,20197.119166,1411.318424,17430.985884,22963.252447,1004.8808343
19JAN2018,19JAN2018,20198.071777,1411.318424,17431.938496,22964.205059,1004.9282225
20JAN2018,20JAN2018,20199.024389,1411.318424,17432.891107,22965.157671,1004.9756108
21JAN2018,21JAN2018,20199.977001,1411.318424,17433.843719,22966.110283,1005.022999
22JAN2018,22JAN2018,20200.929613,1411.318424,17434.796331,22967.062894,1005.0703873
23JAN2018,23JAN2018,20201.882224,1411.318424,17435.748943,22968.015506,1005.1177755
24JAN2018,24JAN2018,20202.834836,1411.318424,17436.701554,22968.968118,1005.1651638
25JAN2018,25JAN2018,20203.787448,1411.318424,17437.654166,22969.92073,1005.212552
26JAN2018,26JAN2018,20204.74006,1411.318424,17438.606778,22970.873341,1005.2599403
27JAN2018,27JAN2018,20205.692671,1411.318424,17439.55939,22971.825953,1005.3073285
28JAN2018,28JAN2018,20206.645283,1411.318424,17440.512001,22972.778565,1005.3547168
29JAN2018,29JAN2018,20207.597895,1411.318424,17441.464613,22973.731177,1005.402105
30JAN2018,30JAN2018,20208.550507,1411.318424,17442.417225,22974.683788,1005.4494933
31JAN2018,31JAN2018,20209.503118,1411.318424,17443.369837,22975.6364,1005.4968815
01FEB2018,01FEB2018,20210.45573,1411.318424,17444.322448,22976.589012,1005.5442698
02FEB2018,02FEB2018,20211.408342,1411.318424,17445.27506,22977.541624,1005.591658
03FEB2018,03FEB2018,20212.360954,1411.318424,17446.227672,22978.494235,1005.6390463
04FEB2018,04FEB2018,20213.313565,1411.318424,17447.180284,22979.446847,1005.6864345
05FEB2018,05FEB2018,20214.266177,1411.318424,17448.132895,22980.399459,1005.7338228
06FEB2018,06FEB2018,20215.218789,1411.318424,17449.085507,22981.352071,1005.781211
07FEB2018,07FEB2018,20216.171401,1411.318424,17450.038119,22982.304682,1005.8285993
08FEB2018,08FEB2018,20217.124012,1411.318424,17450.990731,22983.257294,1005.8759876
09FEB2018,09FEB2018,20218.076624,1411.318424,17451.943342,22984.209906,1005.9233758
10FEB2018,10FEB2018,20219.029236,1411.318424,17452.895954,22985.162518,1005.9707641
11FEB2018,11FEB2018,20219.981848,1411.318424,17453.848566,22986.115129,1006.0181523
12FEB2018,12FEB2018,20220.934459,1411.318424,17454.801178,22987.067741,1006.0655406
13FEB2018,13FEB2018,20221.887071,1411.318424,17455.753789,22988.020353,1006.1129288
14FEB2018,14FEB2018,20222.839683,1411.318424,17456.706401,22988.972965,1006.1603171
15FEB2018,15FEB2018,20223.792295,1411.318424,17457.659013,22989.925576,1006.2077053
16FEB2018,16FEB2018,20224.744906,1411.318424,17458.611625,22990.878188,1006.2550936
17FEB2018,17FEB2018,20225.697518,1411.318424,17459.564236,22991.8308,1006.3024818
18FEB2018,18FEB2018,20226.65013,1411.318424,17460.516848,22992.783412,1006.3498701
19FEB2018,19FEB2018,20227.602742,1411.318424,17461.46946,22993.736023,1006.3972583
20FEB2018,20FEB2018,20228.555353,1411.318424,17462.422072,22994.688635,1006.4446466
21FEB2018,21FEB2018,20229.507965,1411.318424,17463.374683,22995.641247,1006.4920348
22FEB2018,22FEB2018,20230.460577,1411.318424,17464.327295,22996.593859,1006.5394231
23FEB2018,23FEB2018,20231.413189,1411.318424,17465.279907,22997.54647,1006.5868113
24FEB2018,24FEB2018,20232.3658,1411.318424,17466.232519,22998.499082,1006.6341996
25FEB2018,25FEB2018,20233.318412,1411.318424,17467.18513,22999.451694,1006.6815878
26FEB2018,26FEB2018,20234.271024,1411.318424,17468.137742,23000.404306,1006.7289761
27FEB2018,27FEB2018,20235.223636,1411.318424,17469.090354,23001.356917,1006.7763643
28FEB2018,28FEB2018,20236.176247,1411.318424,17470.042966,23002.309529,1006.8237526
01MAR2018,01MAR2018,20237.128859,1411.318424,17470.995577,23003.262141,1006.8711408
02MAR2018,02MAR2018,20238.081471,1411.318424,17471.948189,23004.214753,1006.9185291
03MAR2018,03MAR2018,20239.034083,1411.318424,17472.900801,23005.167364,1006.9659173
04MAR2018,04MAR2018,20239.986694,1411.318424,17473.853413,23006.119976,1007.0133056
05MAR2018,05MAR2018,20240.939306,1411.318424,17474.806024,23007.072588,1007.0606939
06MAR2018,06MAR2018,20241.891918,1411.318424,17475.758636,23008.0252,1007.1080821
07MAR2018,07MAR2018,20242.84453,1411.318424,17476.711248,23008.977811,1007.1554704
08MAR2018,08MAR2018,20243.797141,1411.318424,17477.66386,23009.930423,1007.2028586
09MAR2018,09MAR2018,20244.749753,1411.318424,17478.616471,23010.883035,1007.2502469
10MAR2018,10MAR2018,20245.702365,1411.318424,17479.569083,23011.835647,1007.2976351
11MAR2018,11MAR2018,20246.654977,1411.318424,17480.521695,23012.788258,1007.3450234
12MAR2018,12MAR2018,20247.607588,1411.318424,17481.474307,23013.74087,1007.3924116
13MAR2018,13MAR2018,20248.5602,1411.318424,17482.426918,23014.693482,1007.4397999
14MAR2018,14MAR2018,20249.512812,1411.318424,17483.37953,23015.646094,1007.4871881
15MAR2018,15MAR2018,20250.465424,1411.318424,17484.332142,23016.598705,1007.5345764
16MAR2018,16MAR2018,20251.418035,1411.318424,17485.284754,23017.551317,1007.5819646
17MAR2018,17MAR2018,20252.370647,1411.318424,17486.237365,23018.503929,1007.6293529
18MAR2018,18MAR2018,20253.323259,1411.318424,17487.189977,23019.456541,1007.6767411
19MAR2018,19MAR2018,20254.275871,1411.318424,17488.142589,23020.409152,1007.7241294
20MAR2018,20MAR2018,20255.228482,1411.318424,17489.095201,23021.361764,1007.7715176
21MAR2018,21MAR2018,20256.181094,1411.318424,17490.047812,23022.314376,1007.8189059
22MAR2018,22MAR2018,20257.133706,1411.318424,17491.000424,23023.266988,1007.8662941
23MAR2018,23MAR2018,20258.086318,1411.318424,17491.953036,23024.219599,1007.9136824
24MAR2018,24MAR2018,20259.038929,1411.318424,17492.905648,23025.172211,1007.9610706
25MAR2018,25MAR2018,20259.991541,1411.318424,17493.858259,23026.124823,1008.0084589
26MAR2018,26MAR2018,20260.944153,1411.318424,17494.810871,23027.077435,1008.0558471
27MAR2018,27MAR2018,20261.896765,1411.318424,17495.763483,23028.030046,1008.1032354
28MAR2018,28MAR2018,20262.849376,1411.318424,17496.716095,23028.982658,1008.1506236
29MAR2018,29MAR2018,20263.801988,1411.318424,17497.668706,23029.93527,1008.1980119
30MAR2018,30MAR2018,20264.7546,1411.318424,17498.621318,23030.887882,1008.2454002
31MAR2018,31MAR2018,20265.707212,1411.318424,17499.57393,23031.840493,1008.2927884
01APR2018,01APR2018,20266.659823,1411.318424,17500.526542,23032.793105,1008.3401767
02APR2018,02APR2018,20267.612435,1411.318424,17501.479153,23033.745717,1008.3875649
03APR2018,03APR2018,20268.565047,1411.318424,17502.431765,23034.698329,1008.4349532
04APR2018,04APR2018,20269.517659,1411.318424,17503.384377,23035.65094,1008.4823414
05APR2018,05APR2018,20270.47027,1411.318424,17504.336989,23036.603552,1008.5297297
06APR2018,06APR2018,20271.422882,1411.318424,17505.2896,23037.556164,1008.5771179
07APR2018,07APR2018,20272.375494,1411.318424,17506.242212,23038.508776,1008.6245062
08APR2018,08APR2018,20273.328106,1411.318424,17507.194824,23039.461387,1008.6718944
09APR2018,09APR2018,20274.280717,1411.318424,17508.147436,23040.413999,1008.7192827
10APR2018,10APR2018,20275.233329,1411.318424,17509.100047,23041.366611,1008.7666709
11APR2018,11APR2018,20276.185941,1411.318424,17510.052659,23042.319223,1008.8140592
12APR2018,12APR2018,20277.138553,1411.318424,17511.005271,23043.271834,1008.8614474
13APR2018,13APR2018,20278.091164,1411.318424,17511.957883,23044.224446,1008.9088357
14APR2018,14APR2018,20279.043776,1411.318424,17512.910494,23045.177058,1008.9562239
15APR2018,15APR2018,20279.996388,1411.318424,17513.863106,23046.12967,1009.0036122
16APR2018,16APR2018,20280.949,1411.318424,17514.815718,23047.082281,1009.0510004
17APR2018,17APR2018,20281.901611,1411.318424,17515.76833,23048.034893,1009.0983887
18APR2018,18APR2018,20282.854223,1411.318424,17516.720941,23048.987505,1009.1457769
19APR2018,19APR2018,20283.806835,1411.318424,17517.673553,23049.940117,1009.1931652
20APR2018,20APR2018,20284.759447,1411.318424,17518.626165,23050.892728,1009.2405534
21APR2018,21APR2018,20285.712058,1411.318424,17519.578777,23051.84534,1009.2879417
22APR2018,22APR2018,20286.66467,1411.318424,17520.531388,23052.797952,1009.33533
23APR2018,23APR2018,20287.617282,1411.318424,17521.484,23053.750564,1009.3827182
24APR2018,24APR2018,20288.569894,1411.318424,17522.436612,23054.703175,1009.4301065
25APR2018,25APR2018,20289.522505,1411.318424,17523.389224,23055.655787,1009.4774947
26APR2018,26APR2018,20290.475117,1411.318424,17524.341835,23056.608399,1009.524883
27APR2018,27APR2018,20291.427729,1411.318424,17525.294447,23057.561011,1009.5722712
28APR2018,28APR2018,20292.380341,1411.318424,17526.247059,23058.513622,1009.6196595
29APR2018,29APR2018,20293.332952,1411.318424,17527.199671,23059.466234,1009.6670477
30APR2018,30APR2018,20294.285564,1411.318424,17528.152282,23060.418846,1009.714436
01MAY2018,01MAY2018,20295.238176,1411.318424,17529.104894,23061.371458,1009.7618242
02MAY2018,02MAY2018,20296.190788,1411.318424,17530.057506,23062.324069,1009.8092125
03MAY2018,03MAY2018,20297.143399,1411.318424,17531.010118,23063.276681,1009.8566007
04MAY2018,04MAY2018,20298.096011,1411.318424,17531.962729,23064.229293,1009.903989
05MAY2018,05MAY2018,20299.048623,1411.318424,17532.915341,23065.181905,1009.9513772
06MAY2018,06MAY2018,20300.001235,1411.318424,17533.867953,23066.134516,1009.9987655
07MAY2018,07MAY2018,20300.953846,1411.318424,17534.820565,23067.087128,1010.0461537
08MAY2018,08MAY2018,20301.906458,1411.318424,17535.773176,23068.03974,1010.093542
09MAY2018,09MAY2018,20302.85907,1411.318424,17536.725788,23068.992352,1010.1409302
10MAY2018,10MAY2018,20303.811682,1411.318424,17537.6784,23069.944963,1010.1883185
11MAY2018,11MAY2018,20304.764293,1411.318424,17538.631012,23070.897575,1010.2357067
12MAY2018,12MAY2018,20305.716905,1411.318424,17539.583623,23071.850187,1010.283095
13MAY2018,13MAY2018,20306.669517,1411.318424,17540.536235,23072.802799,1010.3304832
14MAY2018,14MAY2018,20307.622129,1411.318424,17541.488847,23073.75541,1010.3778715
15MAY2018,15MAY2018,20308.57474,1411.318424,17542.441459,23074.708022,1010.4252597
16MAY2018,16MAY2018,20309.527352,1411.318424,17543.39407,23075.660634,1010.472648
17MAY2018,17MAY2018,20310.479964,1411.318424,17544.346682,23076.613245,1010.5200363
18MAY2018,18MAY2018,20311.432575,1411.318424,17545.299294,23077.565857,1010.5674245
19MAY2018,19MAY2018,20312.385187,1411.318424,17546.251905,23078.518469,1010.6148128
20MAY2018,20MAY2018,20313.337799,1411.318424,17547.204517,23079.471081,1010.662201
21MAY2018,21MAY2018,20314.290411,1411.318424,17548.157129,23080.423692,1010.7095893
22MAY2018,22MAY2018,20315.243022,1411.318424,17549.109741,23081.376304,1010.7569775
23MAY2018,23MAY2018,20316.195634,1411.318424,17550.062352,23082.328916,1010.8043658
24MAY2018,24MAY2018,20317.148246,1411.318424,17551.014964,23083.281528,1010.851754
25MAY2018,25MAY2018,20318.100858,1411.318424,17551.967576,23084.234139,1010.8991423
26MAY2018,26MAY2018,20319.053469,1411.318424,17552.920188,23085.186751,1010.9465305
27MAY2018,27MAY2018,20320.006081,1411.318424,17553.872799,23086.139363,1010.9939188
28MAY2018,28MAY2018,20320.958693,1411.318424,17554.825411,23087.091975,1011.041307
29MAY2018,29MAY2018,20321.911305,1411.318424,17555.778023,23088.044586,1011.0886953
30MAY2018,30MAY2018,20322.863916,1411.318424,17556.730635,23088.997198,1011.1360835
31MAY2018,31MAY2018,20323.816528,1411.318424,17557.683246,23089.94981,1011.1834718
01JUN2018,01JUN2018,20324.76914,1411.318424,17558.635858,23090.902422,1011.23086
02JUN2018,02JUN2018,20325.721752,1411.318424,17559.58847,23091.855033,1011.2782483
03JUN2018,03JUN2018,20326.674363,1411.318424,17560.541082,23092.807645,1011.3256365
04JUN2018,04JUN2018,20327.626975,1411.318424,17561.493693,23093.760257,1011.3730248
05JUN2018,05JUN2018,20328.579587,1411.318424,17562.446305,23094.712869,1011.420413
06JUN2018,06JUN2018,20329.532199,1411.318424,17563.398917,23095.66548,1011.4678013
07JUN2018,07JUN2018,20330.48481,1411.318424,17564.351529,23096.618092,1011.5151895
08JUN2018,08JUN2018,20331.437422,1411.318424,17565.30414,23097.570704,1011.5625778
09JUN2018,09JUN2018,20332.390034,1411.318424,17566.256752,23098.523316,1011.609966
10JUN2018,10JUN2018,20333.342646,1411.318424,17567.209364,23099.475927,1011.6573543
11JUN2018,11JUN2018,20334.295257,1411.318424,17568.161976,23100.428539,1011.7047426
12JUN2018,12JUN2018,20335.247869,1411.318424,17569.114587,23101.381151,1011.7521308
13JUN2018,13JUN2018,20336.200481,1411.318424,17570.067199,23102.333763,1011.7995191
14JUN2018,14JUN2018,20337.153093,1411.318424,17571.019811,23103.286374,1011.8469073
15JUN2018,15JUN2018,20338.105704,1411.318424,17571.972423,23104.238986,1011.8942956
16JUN2018,16JUN2018,20339.058316,1411.318424,17572.925034,23105.191598,1011.9416838
17JUN2018,17JUN2018,20340.010928,1411.318424,17573.877646,23106.14421,1011.9890721
18JUN2018,18JUN2018,20340.96354,1411.318424,17574.830258,23107.096821,1012.0364603
19JUN2018,19JUN2018,20341.916151,1411.318424,17575.78287,23108.049433,1012.0838486
20JUN2018,20JUN2018,20342.868763,1411.318424,17576.735481,23109.002045,1012.1312368
21JUN2018,21JUN2018,20343.821375,1411.318424,17577.688093,23109.954657,1012.1786251
22JUN2018,22JUN2018,20344.773987,1411.318424,17578.640705,23110.907268,1012.2260133
23JUN2018,23JUN2018,20345.726598,1411.318424,17579.593317,23111.85988,1012.2734016
24JUN2018,24JUN2018,20346.67921,1411.318424,17580.545928,23112.812492,1012.3207898
25JUN2018,25JUN2018,20347.631822,1411.318424,17581.49854,23113.765104,1012.3681781
26JUN2018,26JUN2018,20348.584434,1411.318424,17582.451152,23114.717715,1012.4155663
27JUN2018,27JUN2018,20349.537045,1411.318424,17583.403764,23115.670327,1012.4629546
28JUN2018,28JUN2018,20350.489657,1411.318424,17584.356375,23116.622939,1012.5103428
29JUN2018,29JUN2018,20351.442269,1411.318424,17585.308987,23117.575551,1012.5577311
30JUN2018,30JUN2018,20352.394881,1411.318424,17586.261599,23118.528162,1012.6051193
01JUL2018,01JUL2018,20353.347492,1411.318424,17587.214211,23119.480774,1012.6525076
02JUL2018,02JUL2018,20354.300104,1411.318424,17588.166822,23120.433386,1012.6998958
03JUL2018,03JUL2018,20355.252716,1411.318424,17589.119434,23121.385998,1012.7472841
04JUL2018,04JUL2018,20356.205328,1411.318424,17590.072046,23122.338609,1012.7946724
05JUL2018,05JUL2018,20357.157939,1411.318424,17591.024658,23123.291221,1012.8420606
06JUL2018,06JUL2018,20358.110551,1411.318424,17591.977269,23124.243833,1012.8894489
07JUL2018,07JUL2018,20359.063163,1411.318424,17592.929881,23125.196445,1012.9368371
08JUL2018,08JUL2018,20360.015775,1411.318424,17593.882493,23126.149056,1012.9842254
09JUL2018,09JUL2018,20360.968386,1411.318424,17594.835105,23127.101668,1013.0316136
10JUL2018,10JUL2018,20361.920998,1411.318424,17595.787716,23128.05428,1013.0790019
11JUL2018,11JUL2018,20362.87361,1411.318424,17596.740328,23129.006892,1013.1263901
12JUL2018,12JUL2018,20363.826222,1411.318424,17597.69294,23129.959503,1013.1737784
13JUL2018,13JUL2018,20364.778833,1411.318424,17598.645552,23130.912115,1013.2211666
14JUL2018,14JUL2018,20365.731445,1411.318424,17599.598163,23131.864727,1013.2685549
15JUL2018,15JUL2018,20366.684057,1411.318424,17600.550775,23132.817339,1013.3159431
16JUL2018,16JUL2018,20367.636669,1411.318424,17601.503387,23133.76995,1013.3633314
17JUL2018,17JUL2018,20368.58928,1411.318424,17602.455999,23134.722562,1013.4107196
18JUL2018,18JUL2018,20369.541892,1411.318424,17603.40861,23135.675174,1013.4581079
19JUL2018,19JUL2018,20370.494504,1411.318424,17604.361222,23136.627786,1013.5054961
20JUL2018,20JUL2018,20371.447116,1411.318424,17605.313834,23137.580397,1013.5528844
21JUL2018,21JUL2018,20372.399727,1411.318424,17606.266446,23138.533009,1013.6002726
22JUL2018,22JUL2018,20373.352339,1411.318424,17607.219057,23139.485621,1013.6476609
23JUL2018,23JUL2018,20374.304951,1411.318424,17608.171669,23140.438233,1013.6950491
24JUL2018,24JUL2018,20375.257563,1411.318424,17609.124281,23141.390844,1013.7424374
25JUL2018,25JUL2018,20376.210174,1411.318424,17610.076893,23142.343456,1013.7898256
26JUL2018,26JUL2018,20377.162786,1411.318424,17611.029504,23143.296068,1013.8372139
27JUL2018,27JUL2018,20378.115398,1411.318424,17611.982116,23144.24868,1013.8846021
28JUL2018,28JUL2018,20379.06801,1411.318424,17612.934728,23145.201291,1013.9319904
29JUL2018,29JUL2018,20380.020621,1411.318424,17613.88734,23146.153903,1013.9793787
30JUL2018,30JUL2018,20380.973233,1411.318424,17614.839951,23147.106515,1014.0267669
31JUL2018,31JUL2018,20381.925845,1411.318424,17615.792563,23148.059127,1014.0741552
