DATE_WEEK_START,VOLUME,FORECAST,STD,L95,U95,RESIDUAL
2017-06-11,5306,5174.9479132,650.86726571,3899.2715137,6450.6243127,131.05208684
2017-06-18,5544,5017.5625032,650.86726571,3741.8861037,6293.2389027,526.43749677
2017-06-25,5921,5199.3961322,650.86726571,3923.7197327,6475.0725317,721.60386782
2017-07-02,4625,5487.4267125,650.86726571,4211.750313,6763.103112,-862.4267125
2017-07-09,5939,4497.2738422,650.86726571,3221.5974427,5772.9502417,1441.7261578
2017-07-16,5839,5501.1788357,650.86726571,4225.5024362,6776.8552352,337.82116431
2017-07-23,5753,5424.7781513,650.86726571,4149.1017518,6700.4545508,328.22184874
2017-07-30,5534,5359.0735626,650.86726571,4083.3971631,6634.7499622,174.92643735
2017-08-06,5444,5191.7560637,650.86726571,3916.0796642,6467.4324632,252.24393626
2017-08-13,5371,5122.9954477,650.86726571,3847.3190482,6398.6718473,248.00455225
2017-08-20,5218,5067.2229481,650.86726571,3791.5465486,6342.8993476,150.77705189
2017-08-27,5205,4950.3299009,650.86726571,3674.6535014,6226.0063004,254.67009908
2017-09-03,4358,4940.3978119,650.86726571,3664.7214124,6216.0742115,-582.3978119
2017-09-10,5087,4293.2840148,650.86726571,3017.6076153,5568.9604143,793.71598521
2017-09-17,4980,4850.2450043,650.86726571,3574.5686048,6125.9214038,129.75499569
2017-09-24,4604,4768.496272,650.86726571,3492.8198725,6044.1726715,-164.496272
2017-10-01,4600,4481.2296985,650.86726571,3205.553299,5756.906098,118.7703015
2017-10-08,4271,4478.1736711,650.86726571,3202.4972716,5753.8500706,-207.1736711
2017-10-15,4136,4226.8154193,650.86726571,2951.1390198,5502.4918188,-90.81541933
2017-10-22,3757,4123.6744953,650.86726571,2847.9980958,5399.3508949,-366.6744953
2017-10-29,2321,3834.1159013,650.86726571,2558.4395018,5109.7923008,-1513.115901
2017-11-05,3317,2737.0020729,650.86726571,1461.3256734,4012.6784724,579.99792714
2017-11-12,3479,3497.9528898,650.86726571,2222.2764903,4773.6292893,-18.95288983
2017-11-19,2340,3621.7219986,650.86726571,2346.0455991,4897.3983981,-1281.721999
2017-11-26,3670,2751.5182029,650.86726571,1475.8418034,4027.1946024,918.48179709
2017-12-03,3441,3767.6473059,650.86726571,2491.9709064,5043.3237054,-326.6473059
2017-12-10,2332,3592.6897385,650.86726571,2317.013339,4868.366138,-1260.689739
2017-12-17,2009,2745.4061482,650.86726571,1469.7297486,4021.0825477,-736.4061482
2017-12-24,2089,2498.6319374,650.86726571,1222.9555379,3774.3083369,-409.6319374
2017-12-31,3639,2559.752485,650.86726571,1284.0760855,3835.4288845,1079.247515
2018-01-07,3635,3743.9630937,650.86726571,2468.2866942,5019.6394932,-108.9630937
2018-01-14,2673,3740.9070663,650.86726571,2465.2306668,5016.5834658,-1067.907066
2018-01-21,3911,3005.9324821,650.86726571,1730.2560826,4281.6088816,905.06751793
2018-01-28,3284,3951.7729554,650.86726571,2676.0965559,5227.4493549,-667.7729554
2018-02-04,3192,3472.740664,650.86726571,2197.0642645,4748.4170635,-280.740664
2018-02-11,3961,3402.4520343,650.86726571,2126.7756348,4678.1284338,558.54796571
2018-02-18,4400,3989.9732976,650.86726571,2714.2968981,5265.6496971,410.02670241
2018-02-25,4411,4325.3723023,650.86726571,3049.6959027,5601.0487018,85.627697748
2018-03-04,3643,4333.7763775,650.86726571,3058.099978,5609.452777,-690.7763775
2018-03-11,3759,3747.0191211,650.86726571,2471.3427216,5022.6955206,11.980878916
2018-03-18,3688,3835.643915,650.86726571,2559.9675155,5111.3203145,-147.643915
2018-03-25,3398,3781.3994291,650.86726571,2505.7230296,5057.0758286,-383.3994291
2018-04-01,4835,3559.8374442,650.86726571,2284.1610447,4835.5138437,1275.1625558
2018-04-08,4396,4657.7152795,650.86726571,3382.03888,5933.391679,-261.7152795
2018-04-15,5002,4322.3162749,650.86726571,3046.6398754,5597.9926744,679.68372513
2018-04-22,5058,4785.3044225,650.86726571,3509.628023,6060.9808221,272.69557745
2018-04-29,5511,4828.0888058,650.86726571,3552.4124063,6103.7652053,682.91119417
2018-05-06,5113,5174.1839063,650.86726571,3898.5075068,6449.8603058,-61.18390632
2018-05-13,5525,4870.1091823,650.86726571,3594.4327828,6145.7855818,654.89081773
2018-05-20,5264,5184.8800021,650.86726571,3909.2036026,6460.5564016,79.119997863
2018-05-27,4752,4985.4742158,650.86726571,3709.7978163,6261.1506153,-233.4742158
2018-06-03,5894,4594.3027115,650.86726571,3318.626312,5869.979111,1299.6972885
2018-06-10,5304,5466.7985277,650.86726571,4191.1221282,6742.4749272,-162.7985277
2018-06-17,5467,5016.0344895,650.86726571,3740.35809,6291.710889,450.96551046
2018-06-24,5667,5140.5676052,650.86726571,3864.8912057,6416.2440047,526.43239484
2018-07-01,5517,5293.368974,650.86726571,4017.6925745,6569.0453735,223.63102597
2018-07-08,5671,5178.7679474,650.86726571,3903.0915479,6454.4443469,492.23205262
2018-07-15,5256,5296.4250014,650.86726571,4020.7486019,6572.1014009,-40.42500141
2018-07-22,5190,4979.362161,650.86726571,3703.6857615,6255.0385605,210.63783899
2018-07-29,5239,4928.9377093,650.86726571,3653.2613098,6204.6141088,310.06229072
2018-08-05,4825,4966.3740447,650.86726571,3690.6976451,6242.0504442,-141.3740447
2018-08-12,4749,4650.0752111,650.86726571,3374.3988116,5925.7516106,98.924788903
2018-08-19,5215,4592.0106909,650.86726571,3316.3342914,5867.6870904,622.98930907
2018-08-26,5248,4948.0378804,650.86726571,3672.3614809,6223.7142799,299.96211961
2018-09-02,4826,4973.2501063,650.86726571,3697.5737067,6248.9265058,-147.2501063
2018-09-09,5360,4650.8392179,650.86726571,3375.1628184,5926.5156175,709.16078206
2018-09-16,4996,5058.8188728,650.86726571,3783.1424733,6334.4952723,-62.81887282
2018-09-23,4279,4780.7203815,650.86726571,3505.043982,6056.396781,-501.7203815
2018-09-30,4364,4232.9274741,650.86726571,2957.2510746,5508.6038736,131.07252591
2018-10-07,3981,4297.8680559,650.86726571,3022.1916563,5573.5444554,-316.8680559
2018-10-14,3980,4005.2534345,650.86726571,2729.577035,5280.929834,-25.25343447
2018-10-21,3882,4004.4894276,650.86726571,2728.8130281,5280.1658271,-122.4894276
2018-10-28,3782,3929.6167569,650.86726571,2653.9403574,5205.2931564,-147.6167569
2018-11-04,3596,3853.2160724,650.86726571,2577.5396729,5128.892472,-257.2160724
2018-11-11,3096,3711.1107994,650.86726571,2435.4343999,4986.7871989,-615.1107994
2018-11-18,2382,3329.1073772,650.86726571,2053.4309777,4604.7837767,-947.1073772
2018-11-25,3859,2783.6064904,650.86726571,1507.9300909,4059.2828899,1075.3935096
2018-12-02,3355,3912.0445995,650.86726571,2636.3682,5187.720999,-557.0445995
2018-12-09,3144,3526.9851499,650.86726571,2251.3087504,4802.6615494,-382.9851499
2018-12-16,2867,3365.7797058,650.86726571,2090.1033062,4641.4561053,-498.7797058
2018-12-23,2247,3154.1498099,650.86726571,1878.4734104,4429.8262094,-907.1498099
2018-12-30,3004,2680.4655664,650.86726571,1404.7891669,3956.1419659,323.53443362
2019-01-06,3678,3258.8187475,650.86726571,1983.142348,4534.4951471,419.18125245
2019-01-13,3208,3773.7593606,650.86726571,2498.0829611,5049.4357601,-565.7593606
2019-01-20,3247,3414.6761438,650.86726571,2138.9997443,4690.3525433,-167.6761438
2019-01-27,3027,3444.4724107,650.86726571,2168.7960112,4720.1488102,-417.4724107
2019-02-03,4566,3276.390905,650.86726571,2000.7145055,4552.0673045,1289.609095
2019-02-10,4398,4452.1974384,650.86726571,3176.5210389,5727.8738379,-54.19743841
2019-02-17,4556,4323.8442886,650.86726571,3048.1678891,5599.5206881,232.15571144
2019-02-24,5028,4444.55737,650.86726571,3168.8809705,5720.2337695,583.44263003
2019-03-03,4542,4805.1686005,650.86726571,3529.492201,6080.845,-263.1686005
2019-03-10,5667,4433.8612741,650.86726571,3158.1848746,5709.5376737,1233.1387259
2019-03-17,5984,5293.368974,650.86726571,4017.6925745,6569.0453735,690.63102597
2019-03-24,5630,5535.5591437,650.86726571,4259.8827442,6811.2355432,94.44085631
2019-03-31,5585,5265.1007208,650.86726571,3989.4243213,6540.7771203,319.89927921
2019-04-07,4624,5230.7204128,650.86726571,3955.0440133,6506.3968123,-606.7204128
2019-04-14,4094,4496.5098354,650.86726571,3220.8334359,5772.1862349,-402.5098354
2019-04-21,5155,4091.5862079,650.86726571,2815.9098084,5367.2626074,1063.4137921
